,Route,Route Type,Grading,Area Latitude,Area Longitude,State,Gorge,Area,Crag,Subcrag,Description,URL
599,Colony,Boulder,V0-1,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,Start low on the right side of the outcropping with hands as shown in the picture. Head up and over the bloc containing the start holds for the topout.,https://www.mountainproject.com/route/118854913/colony
600,Gengar,Boulder,V0-1,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,"Low start at the left end of the steep overhang on a high right hand pinch and a low sloper left hand, climbing all the way out under the tree to the right.",https://www.mountainproject.com/route/118839649/gengar
601,Swarm Of Eels,Boulder,V0-1,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,"Start towards the left side of the outcropping, with hands as shown in the pictures. Avoiding the detached bloc below to the right of the start, go up and to the right for the top out.",https://www.mountainproject.com/route/118854865/swarm-of-eels
602,Nascar,Boulder,V1-2,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,"This climb starts by sitting down against the tree at the far left, matched on a good jug. Continue climbing the arete (using the holds on the roof too) all the way around to the right end. I didn't top it out because it was raining, but it's probably possible.",https://www.mountainproject.com/route/118839597/nascar
603,Tunnel Vision,Boulder,V1-2,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,SDS with both hands matched on a slopey sidepull. Go up and to the left for a few moves before topping out.,https://www.mountainproject.com/route/118854345/tunnel-vision
604,Tardis Cave,Boulder,V2-3,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,"This climb starts with a high left hand and lower right hand inside the cave. Follow the arete and avoid dabbing since it's so low, finishing matched on the hold at the far right end.",https://www.mountainproject.com/route/118853999/tardis-cave
605,Gengar Low,Boulder,V2-3,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,Start with both hands matched on the leftmost jug. Climb a few moderately difficult moves into the starting position of Gengar.,https://www.mountainproject.com/route/118969514/gengar-low
606,Hiangle,Boulder,V3-4,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,"Start matched on a crimp rail on the lower detached bloc. After some delicate moves to get to the lip, traverse left. I probably would not want to fall from the top, since the hill is steep and there is a possibility of hitting the bloc below.",https://www.mountainproject.com/route/118854153/hiangle
607,Electra,Boulder,V3-4,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,"Start with both hands matched at the far right end of the undercling rail (pictured). Slap out right, using the fins to the right and a bomber kneebar to get holds high overhead, and then topout to the left. I would wear a kneepad or long pants",https://www.mountainproject.com/route/118839625/electra
608,Tardis Cave Low,Boulder,V4-5,39.91984,-75.3616,Pennsylvania,Southeastern Lowlands,Smedley Park,N/A,N/A,Lay down start all the way to the left with the hands as indicated in the pictures. Climb a few fairly difficult moves into the start position of the regular Tardis Cave and finish the same way.,https://www.mountainproject.com/route/118854034/tardis-cave-low
609,Ladder,Boulder,V0,39.89432,-75.38876,Pennsylvania,Southeastern Lowlands,Saul Preserve,N/A,N/A,"SDS on whatever holds you like, sometimes I start on the block to the right as well. There is a tree and ladder (hence the name) positioned above the boulder, which are fun to play around on.",https://www.mountainproject.com/route/118840120/ladder
610,Chaos,Boulder,V0,39.89432,-75.38876,Pennsylvania,Southeastern Lowlands,Saul Preserve,N/A,N/A,"Start matched semi-far to the right. Use heel hooks to not dab while traversing slightly to the left, and then going up for the top out.",https://www.mountainproject.com/route/118840131/chaos
611,Mythos,Boulder,V3-4,39.89432,-75.38876,Pennsylvania,Southeastern Lowlands,Saul Preserve,N/A,N/A,"Start low on two extremely sharp crimps. Pull hard for a difficult throw upwards onto better holds, then top out.",https://www.mountainproject.com/route/118840142/mythos
612,Cheap Thrills,Boulder,V0-,39.90683,-75.3572,Pennsylvania,Southeastern Lowlands,Crum Woods,Alligator Rock,R Crum Wall,Stand start with large jug at chest height. Head straight up to an easy top out.,https://www.mountainproject.com/route/119136707/cheap-thrills
613,Mr Natural,Boulder,V0,39.90683,-75.3572,Pennsylvania,Southeastern Lowlands,Crum Woods,Alligator Rock,R Crum Wall,SDS with juggy arête on far-right. Follow the arête up. Large shelf on right near the top is off.Beta Video,https://www.mountainproject.com/route/119136843/mr-natural
614,Apex Novelties,Boulder,V1-,39.90683,-75.3572,Pennsylvania,Southeastern Lowlands,Crum Woods,Alligator Rock,R Crum Wall,"SDS with juggy arête on far-right. Follow the arête up, only hand holds on the arête are on. Large shelf on right near the top is off.Beta Video",https://www.mountainproject.com/route/119136870/apex-novelties
615,Snoid,Boulder,V2,39.90683,-75.3572,Pennsylvania,Southeastern Lowlands,Crum Woods,Alligator Rock,R Crum Wall,SDS with juggy arête on far-right. Move up and left to large edge. Traverse left then move up to the lip on sidepulls. Topping out there isn’t really an option so drop or move left to finish over Cheap Thrills. The middle of this climb can be pretty wet after it rains.Beta Video,https://www.mountainproject.com/route/119136828/snoid
616,Juicy Crucifix,Boulder,V3,39.90683,-75.3572,Pennsylvania,Southeastern Lowlands,Crum Woods,Alligator Rock,R Crum Wall,"SDS with juggy arête on far-right. Move up and left to large edge. Continue traversing left, staying low. Top out above jugs on the left. The middle of this climb can be pretty wet after it rains.Beta Video",https://www.mountainproject.com/route/119136761/juicy-crucifix
617,The Bulge Direct,Boulder,V0+,39.90148,-75.35657,Pennsylvania,Southeastern Lowlands,Crum Woods,The Bulge,N/A,Stand start on ledge in the dihedral at chest height. Move straight up and over the bulge. A fall from the top could be dicey.Beta Video,https://www.mountainproject.com/route/119141657/the-bulge-direct
618,Battle Of The Bulge Left,Boulder,V1+,39.90148,-75.35657,Pennsylvania,Southeastern Lowlands,Crum Woods,The Bulge,N/A,Stand start on ledge in the dihedral at chest height. Traverse left until you reach the left face of the bulge. Move left on small crimps to an easy top out.Beta Video,https://www.mountainproject.com/route/119141717/battle-of-the-bulge-left
619,Battle Of The Bulge,Boulder,V2,39.90148,-75.35657,Pennsylvania,Southeastern Lowlands,Crum Woods,The Bulge,N/A,SDS on far-right side of the lip. Traverse left until you reach the left face of the bulge. Move straight up over the bulge on small crimps. This route originally began matched on a chest-height ledge in the dihedral.Beta Video,https://www.mountainproject.com/route/119141610/battle-of-the-bulge
620,Warm Up,Boulder,V0-1,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,"SDS on jugs, climb up the easy face.Beta Video",https://www.mountainproject.com/route/119141875/warm-up
621,Sunshine Mantle,Boulder,V0,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,"SDS with large jug in middle of face. Climb the face without using the arête.Variation: SDS with large jug in middle of face, dyno to the lip.Beta Video",https://www.mountainproject.com/route/119141921/sunshine-mantle
622,The Bart Man,Boulder,V0,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,SDS with large jug in middle of face. Climb up the right side of the face.Beta Video,https://www.mountainproject.com/route/119141970/the-bart-man
623,Like Gold And Faceted,Boulder,V0,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,SDS on right side of face. Traverse left around the arête to jugs on the left face.Beta Video,https://www.mountainproject.com/route/119142002/like-gold-and-faceted
624,Pinbacker,Boulder,V0,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,"SDS matched low on the overhang. Traverse right to jugs, gain the lip and top out.Beta Video",https://www.mountainproject.com/route/119141798/pinbacker
625,Machop,Boulder,V0,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,SDS on far right of overhang. Traverse left as far as possible and top out.Beta Video,https://www.mountainproject.com/route/119142131/machop
626,Seven Angels,Boulder,V0-1,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,"SDS and climb the left arête. A fall on this route could be spicy, mind the chunks of quartz and try not to cheese grate.",https://www.mountainproject.com/route/119142037/seven-angels
627,Sunshine Arete,Boulder,V1-,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,"SDS matched low on the arête. Climb the arête, avoiding the tree dab.V0 Variation: SDS with large jug in middle of face. Climb the face using the arête.Beta Video",https://www.mountainproject.com/route/119141841/sunshine-arete
628,Teeth Of Lions Rule The Divine,Boulder,V1-2,39.90355,-75.35887,Pennsylvania,Southeastern Lowlands,Crum Woods,Sunshine Boulders,N/A,"SDS in middle of face. Climb straight up without using either arête. A fall on this route could be spicy, mind the chunks of quartz and try not to cheese grate.",https://www.mountainproject.com/route/119142056/teeth-of-lions-rule-the-divine
629,Boat Wall Traverse,Boulder,V0,40.22561,-74.96258,Pennsylvania,Southeastern Lowlands,Tyler Park Bouldering,N/A,N/A,Start on the good jug on the left side of the main vertical crack. Move up and then all the way right to finish.,https://www.mountainproject.com/route/122195038/boat-wall-traverse
630,Warm Up Traverse,Boulder,V0+,39.76909,-75.55829,Delaware,Alapocas Run State Park,Main Roped Climbing Wall,N/A,N/A,"The natural warmup boulder traverse a foot above ground level, on the vertical face between Arena Arete and Chossy's Corner. It's on par with, or a hair harder than, Arena Arete. Move delicately between little flakes at various heights and angles, a good drill for face climbing.",https://www.mountainproject.com/route/107483026/warm-up-traverse
631,Grey Streak Or Temptation,Boulder,V2,39.76909,-75.55829,Delaware,Alapocas Run State Park,Main Roped Climbing Wall,N/A,N/A,Excellent tiny feet and almost impossible hands make this a really fun climb / boulder problem... for delaware...,https://www.mountainproject.com/route/116634608/grey-streak-or-temptation
632,Rambo,Boulder,V4,39.76909,-75.55829,Delaware,Alapocas Run State Park,Main Roped Climbing Wall,N/A,N/A,"A former sport climb (rest in peace, homie). A short, crimpy, technical slab. Follow the two chopped bolts in the ""groove"" between two inward facing cuts in the rock. Balancey moves to a short crimpy crux followed by three possible finishes and counting... a dyno (most common way), some delicate foot moves and some features out to the left, and the static direct way with layback moves on bad crimps and bad feet. All three feel about the same difficulty to me but I'm 6ft so ymmv. More opinions on grade needed, I included the grade from the guide",https://www.mountainproject.com/route/118177603/rambo
633,A Bit Tall To Fall,Boulder,V0,39.76818,-75.5745,Delaware,Rockford Park,Heat Index Boulders,N/A,N/A,"Climb the tall face straight up, skirting right towards the top. Don't Fall.",https://www.mountainproject.com/route/120814117/a-bit-tall-to-fall
634,Heat Index 110,Boulder,V0,39.76818,-75.5745,Delaware,Rockford Park,Heat Index Boulders,N/A,N/A,Climb straight up the 2 tiered face.,https://www.mountainproject.com/route/115342124/heat-index-110
635,Martha Stewarts Donut Fetish,Boulder,V0,39.76818,-75.5745,Delaware,Rockford Park,Heat Index Boulders,N/A,N/A,Climb up onto the ledge and then take the inside corner and crack straight up.,https://www.mountainproject.com/route/120814127/martha-stewarts-donut-fetish
